meeting_id,agenda_id,meeting_date,section,agenda_order,file_number,title,item_url,attachment_count
3347,3089,5/12/2026 2:00 PM,52.,64,26-739,Halton-Pope - Home Rule Request for A10643/S9839- City of Buffalo Bond Sale Authorization- Extender,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29995&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,65,26-740,Halton-Pope: Home Rule Request for the Reauthorization of Residential Parking Permit in the Fruit Belt A.10744-A/S.9492-A,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29993&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,66,26-747,"Halton-Pope: Resolution Requesting Clarification from the Commissioner of Administration, Finance, Policy & Urban Affairs Regarding the Proposed $5.5 Million Reserve for Capital Purposes Included in the Mayor’s Proposed 2026–2027 Budget",https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29999&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,67,26-748,"Halton-Pope: Resolution Requesting Supplemental Vacancy, Workforce Separation, and Demographic Data",https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29998&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,68,26-749,"Halton-Pope, Feroleto—Adopting an Earlier Capital Budget to Facilitate Timely Project Completion",https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29996&CssClass=,8
3347,3089,5/12/2026 2:00 PM,52.,69,26-741,Nowakowski-Budget and Personnel Amendment-TVA,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29849&CssClass=,2
3347,3089,5/12/2026 2:00 PM,52.,70,26-742,Nowakowski - Discharge Item 25-919 from Legislation Committee,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29994&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,71,26-743,Nowakowski - Fee Waiver Pride Fest 26,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29970&CssClass=,2
3347,3089,5/12/2026 2:00 PM,52.,72,26-744,Scanlon- Music in the Park Fee Waiver,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29955&CssClass=,1
3347,3089,5/12/2026 2:00 PM,52.,73,26-745,Wyatt - Requesting Exploration of a Commuter Tax for the City of Buffalo,https://buffalony.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3347&MediaPosition=&ID=29971&CssClass=,3
